,0
7733,Universitas Jenderal Soedirma
7734,Universitas Kadir
7735,Universitas Kahuripan Kedir
7736,Universitas Kaltar
7737,Universitas Kapuas Sintan
7738,Universitas Kartin
7739,Universitas Karya Dharma Makassa
7740,Universitas Karyadarma Kupan
7741,Universitas Katolik Darma Cendik
7742,Universitas Katolik Indonesia Atma Jay
7743,Universitas Katolik Musi Charita
7744,Universitas Katolik Parahyanga
7745,Universitas Katolik Soegijapranat
7746,Universitas Katolik Widya Kary
7747,Universitas Katolik Widya Mandala Madiu
7748,Universitas Khairu
7749,Universitas Klaba
7750,Universitas Krisnadwipayan
7751,Universitas Kristen Duta Wacan
7752,Universitas Kristen Immanue
7753,Universitas Kristen Indonesi
7754,Universitas Kristen Indonesia Maluk
7755,Universitas Kristen Indonesia Paulu
7756,Universitas Kristen Indonesia Tomoho
7757,Universitas Kristen Indonesia Toraj
7758,Universitas Kristen Krida Wacan
7759,Universitas Kristen Maranath
7760,Universitas Kristen Palangka Ray
7761,Universitas Kristen Papu
7762,Universitas Kristen Surakart
7763,Universitas Kristen Tenten
7764,Universitas Kristen Wira Wacana Sumb
7765,Universitas Kutai Kartanegar
7766,Universitas Lakidende Unaah
7767,Universitas Lampun
7768,Universitas Lancang Kunin
7769,Universitas Lintas Internasional Indonesi
7770,Universitas Lumajan
7771,Universitas Ma Chun
7772,Universitas Maarif Hasyim Lati
7773,Universitas Ma'arif Nahdlatul Ulama Kebume
7774,Universitas Madako Toli-tol
7775,Universitas Madur
7776,Universitas Maritim Raja Ali Haj
7777,Universitas Matan
7778,Universitas Mayjen Sungkon
7779,Universitas Mercu Buan
7780,Universitas Mercu Buana Yogyakart
7781,Universitas Merdeka Malan
7782,Universitas Merdeka Pasurua
7783,Universitas Merdeka Ponorog
7784,Universitas Merdeka Surabay
7785,Universitas Mochammad Sroedj
7786,Universitas Mohammad Husni Thamri
7787,Universitas Mohammad Natsir Bukittingg
7788,Universitas Muara Bung
7789,Universitas Muhadi Setiabud
7790,Universitas Muhammadiyah Bandun
7791,Universitas Muhammadiyah Banjarmasi
7792,Universitas Muhammadiyah Buto
7793,Universitas Muhammadiyah Gorontal
7794,Universitas Muhammadiyah Gresi
7795,Universitas Muhammadiyah Jakart
7796,Universitas Muhammadiyah Jembe
7797,Universitas Muhammadiyah Kalimantan Timu
7798,Universitas Muhammadiyah Kendar
7799,Universitas Muhammadiyah Luwuk Bangga
7800,Universitas Muhammadiyah Magelan
7801,Universitas Muhammadiyah Makassa
7802,Universitas Muhammadiyah Malan
7803,Universitas Muhammadiyah Maluku Utar
7804,Universitas Muhammadiyah Matara
7805,Universitas Muhammadiyah Palangkaray
7806,Universitas Muhammadiyah Pal
7807,Universitas Muhammadiyah Ponorog
7808,Universitas Muhammadiyah Pontiana
7809,Universitas Muhammadiyah Prof. Dr. Hamk
7810,Universitas Muhammadiyah Ria
7811,Universitas Muhammadiyah Semaran
7812,Universitas Muhammadiyah Soron
7813,Universitas Muhammadiyah Sumatera Bara
7814,Universitas Muhammadiyah Surabay
7815,Universitas Muhammadiyah Tangeran
7816,Universitas Muhammadiyah Tasikmalay
7817,Universitas Muhammadiyah Yogyakart
7818,Universitas Mulawarma
7819,Universitas Musi Rawa
7820,Universitas Nahdlatul Ulama Blita
7821,Universitas Nahdlatul Ulama Cirebo
7822,Universitas Nahdlatul Ulama Indonesi
7823,Universitas Nahdlatul Ulama Kalimantan Bara
7824,Universitas Nahdlatul Ulama Kalimantan Selata
7825,Universitas Nahdlatul Ulama Kalimantan Timu
7826,Universitas Nahdlatul Ulama Lampun
7827,Universitas Nahdlatul Ulama Nusa Tenggara Bara
7828,Universitas Nahdlatul Ulama Purwokert
7829,Universitas Nahdlatul Ulama Sulawesi Tenggar
7830,Universitas Nahdlatul Ulama Sumatera Bara
7831,Universitas Nahdlatul Ulama Sumatera Utar
7832,Universitas Nahdlatul Ulama Sunan Gir
7833,Universitas Nahdlatul Ulama Surabay
7834,Universitas Nahdlatul Ulama Surakart
7835,Universitas Nahdlatul Ulama Yogyakart
7836,Universitas Nahdlatul Watha
7837,Universitas Nani Bili Nusantar
7838,Universitas Narotam
7839,Universitas Nasiona
7840,Universitas Negeri Makassa
7841,Universitas Negeri Malan
7842,Universitas Negeri Padan
7843,Universitas Negeri Yogyakart
7844,Universitas Ngudi Waluy
7845,Universitas Ngurah Ra
7846,Universitas Nuk
7847,Universitas Nusa Cendan
7848,Universitas Nusa Lontar Rot
7849,Universitas Nusa Nip
7850,Universitas Nusa Tenggara Bara
7851,Universitas Nusantara PGRI Kediri
7852,Universitas Ottow Geissle
7853,Universitas Padjadjara
7854,Universitas Pahlawan Tuanku Tambusa
7855,Universitas Pakua
7856,Universitas Panca Bhakt
7857,Universitas Pancasakt
7858,Universitas Pancasakti Makassa
7859,Universitas Pancasil
7860,Universitas Pandanara
7861,Universitas Panji Sakt
7862,Universitas Paramadin
7863,Universitas Pasir Pengaraia
7864,Universitas Pasunda
7865,Universitas Patria Arth
7866,Universitas Pattimur
7867,Universitas Pawyatan Dah
7868,Universitas Pekalonga
7869,Universitas Pelita Harapa
7870,Universitas Pembangunan Indonesi
7871,Universitas Pembangunan Jay
7872,Universitas Pendidikan Ganesh
7873,Universitas Pendidikan Muhammadiyah Soron
7874,Universitas Pendidikan Nasiona
7875,Universitas Pepabri Makassa
7876,Universitas Peradaban Bumiay
7877,Universitas Perjuangan Tasikmalay
7878,Universitas Persatuan Guru 1945 NT
7879,Universitas Pertamin
7880,Universitas Pesantren Tinggi Darul 'Ulu
7881,Universitas PGRI Adi Buan
7882,Universitas PGRI Banyuwang
7883,Universitas PGRI Palangkaray
7884,Universitas PGRI Ronggolaw
7885,Universitas PGRI Semaran
7886,Universitas PGRI Yogyakart
7887,Universitas Podomor
7888,Universitas Potensi Utam
7889,Universitas Prasetiya Muly
7890,Universitas Preside
7891,Universitas Prism
7892,Universitas Proklamasi 4
7893,Universitas Putra Indonesia YPTK Padan
7894,Universitas Qualit
7895,Universitas Respati Yogyakart
7896,Universitas Riau Kepulaua
7897,Universitas Sains Al-Qur'a
7898,Universitas Sains Cut Nyak Dhie
7899,Universitas Sains dan Teknologi Jayapur
7900,Universitas Sampoern
7901,Universitas San Pedr
7902,Universitas Sari Mutiara Indonesi
7903,Universitas Sari Putra Tomoho
7904,Universitas Satya Wiyata Mandal
7905,Universitas Sawerigading Makassa
7906,Universitas Selamat Sr
7907,Universitas Sembilanbelas November Kolak
7908,Universitas Setia Budi Surakart
7909,Universitas Siliwang
7910,Universitas Sintuwu Maros
7911,Universitas Sisingamangaraja XII Tapanuli Utar
7912,Universitas Slamet Riyad
7913,Universitas Soerj
7914,Universitas Sriwijay
7915,Universitas Stikuban
7916,Universitas Sulawesi Bara
7917,Universitas Sultan Fata
7918,Universitas Sumatera Utar
7919,Universitas Sunan Bonan
7920,Universitas Sunan Gir
7921,Universitas Surabay
7922,Universitas Sury
7923,Universitas Syiah Kual
7924,Universitas Tabana
7925,Universitas Tamansisw
7926,Universitas Tanjungpur
7927,Universitas Tanri Aben
7928,Universitas Tarumanagar
7929,Universitas Teknokrat Indonesi
7930,Universitas Teknologi Indonesi
7931,Universitas Teknologi Nusantar
7932,Universitas Teknologi Sulawes
7933,Universitas Teknologi Sumbaw
7934,Universitas Telko
7935,Universitas Tidar Magelan
7936,Universitas Timo
7937,Universitas Tomakak
7938,Universitas Tribuana Kalabah
7939,Universitas Trilog
7940,Universitas Tulungagun
7941,Universitas Tunas Pembanguna
7942,Universitas Ubudiyah Indonesi
7943,Universitas Udayan
7944,Universitas Universa
7945,Universitas Veteran Bangun Nusantar
7946,Universitas Wahid Hasyi
7947,Universitas Warmadew
7948,Universitas Widya Dharm
7949,Universitas Widya Gam
7950,Universitas Widya Matara
7951,Universitas Wijaya Kusuma Surabay
7952,Universitas Wijaya Putr
7953,Universitas Wiralodr
7954,Universitas Wiraraj
7955,Universitas Wisnuwardhan
7956,Universitas WR Supratma
7957,Universitas Yapis Papu
7958,Universitas YARS
7959,Universitas Yos Soedars
7960,Universitas Yudharta Pasurua
7961,Universitat Autónoma de Barcelon
7962,Universität Base
7963,Universität Ber
7964,Universität Breme
7965,Universitat d'Andorr
7966,Universitat de Barcelon
7967,Universitat de Giron
7968,Universitat de Vic - Universitat Central de Cataluny
7969,Universität der Künste Berli
7970,Universität des Saarlande
7971,Universität Duisburg-Esse
7972,Universität Erfur
7973,Universität für angewandte Kunst Wie
7974,Universität für Künstlerische und Industrielle Gestaltung Lin
7975,Universität für Musik und darstellende Kunst Gra
7976,Universität für Musik und darstellende Kunst Wie
7977,Universität Hambur
7978,Universität Hildeshei
7979,Universität Innsbruc
7980,Universitat Internacional de Cataluny
7981,Universitat Jaume
7982,Universität Kasse
7983,Universität Koblenz-Landa
7984,Universität Konstan
7985,Universität Leipzi
7986,Universität Liechtenstei
7987,Universität Luzer
7988,Universität Mannhei
7989,Universität Mozarteum Salzbur
7990,Universität Osnabrüc
7991,Universität Passa
7992,Universitat Politècnica de Cataluny
7993,Universitat Pompeu Fabr
7994,Universität Potsda
7995,Universitat Ramon Llul
7996,Universität Regensbur
7997,Universität Rostoc
7998,Universitat Rovira I Virgil
7999,Universität Salzbur
8000,Universität Siege
8001,Universität St.Galle
8002,Universität Stuttgar
8003,Universität Trie
8004,Universität Ul
8005,Universität Vecht
8006,Universität Wie
8007,Universität Witten/Herdeck
8008,Universität zu Köl
8009,Universität zu Lübec
8010,Universität Züric
8011,Universitatea Agora din Orade
8012,Universitatea Alexandru Ioan Cuza din Ias
8013,Universitatea Alma Mater Sibi
8014,Universitatea Andrei Sagun
8015,Universitatea Apollonia din Ias
8016,Universitatea Artifex din Bucurest
8017,Universitatea Athenaeum din Bucurest
8018,Universitatea Avram Iancu din Cluj-Napoc
8019,Universitatea Babes-Bolya
8020,Universitatea Bioterra din Bucurest
8021,Universitatea Bogdan Voda din Cluj-Napoc
8022,Universitatea Constantin Brâncovean
8023,Universitatea Constantin Brâncus
8024,Universitatea Crestina Dimitrie Cantemi
8025,Universitatea Crestina Partiu
8026,Universitatea Danubius Galat
8027,Universitatea de Arhitectura si Urbanism Ion Mincu din Bucurest
8028,Universitatea de Arta si Design din Cluj-Napoc
8029,Universitatea de Medicina si Farmacie Gr. T. Pop
8030,Universitatea de Medicina si Farmacie Iuliu Hatiegan
8031,Universitatea de Medicina si Farmacie Victor Babes din Timisoar
8032,"Universitatea de Medicina, Farmacie, stiinte si Tehnologie din Târgu Mure"
8033,Universitatea de Stat A. Russ
8034,Universitatea de Stat de Medicina si Farmaci
8035,Universitatea de Stat din Moldov
8036,Universitatea de Stat din Tiraspo
8037,Universitatea de stiinte Agricole si Medicina Veterinara din Cluj-Napoc
8038,Universitatea de stiinte Agricole si Medicina Veterinara din Ias
8039,Universitatea de stiinte Agronomice si Medicina Veterinara din Bucurest
8040,Universitatea de Studii Aplicate din Moldov
8041,Universitatea de Studii Europene din Moldov
8042,Universitatea de Vest din Timisoar
8043,Universitatea de Vest Vasile Goldis din Ara
8044,Universitatea Dimitrie Cantemi
8045,Universitatea din Bucurest
8046,Universitatea din Craiov
8047,Universitatea din Orade
8048,Universitatea din Petrosan
8049,Universitatea din Pitest
8050,Universitatea Dunarea de Jos din Galat
8051,Universitatea Ecologica din Bucurest
8052,Universitatea Eftimie Murgu din Resit
8053,"Universitatea Europeana ""Dragan"" din Lugo"
8054,Universitatea George Bacovia Baca
8055,Universitatea HYPERIO
8056,Universitatea Libera Internationala din Moldov
8057,Universitatea Lucian Blaga din Sibi
8058,Universitatea Maritima din Constant
8059,Universitatea Mihail Kogalnicean
8060,Universitatea Nationala de Arta Teatrala si Cinematografica Ion Luca Caragial
8061,Universitatea Nationala de Educatie Fizica si Spor
8062,Universitatea Ovidius Constant
8063,Universitatea Pedagogica de Stat Ion Creang
8064,Universitatea Petre Andrei din Ias
8065,Universitatea Petrol-Gaze din Ploiest
8066,Universitatea Politehnica din Timisoar
8067,Universitatea Româna de stiinte si Arte Gheorghe Criste
8068,Universitatea Româno-American
8069,Universitatea Româno-Germana din Sibi
8070,Universitatea Sapienti
8071,Universitatea Spiru Hare
8072,Universitatea Technica din Cluj-Napoc
8073,Universitatea Tehnica a Moldove
8074,Universitatea Tehnica de Constructii Bucuresti
8075,Universitatea Tehnica Gheorghe Asachi din Ias
8076,Universitatea Tibiscus din Timisoar
8077,Universitatea Titu Maioresc
8078,Universitatea Transilvania din Braso
8079,Universitatea Valahia din Târgovist
8080,Universitatea Vasile Alecsandri din Baca
8081,Université 20 Août 1955 de Skikd
8082,Université 8 Mai 1945 Guelm
8083,Université Abbès Laghrour Khenchel
8084,Université Abdelhamid Ibn Badis de Mostagane
8085,Université Abderrahmane Mira de Béjai
8086,Université Abdou Moumoun
8087,Université Abou Bekr Belkaid de Tlemce
8088,Université Abou el Kacem Saâdallah d'Alger
8089,Université Adventiste Cosenda
8090,Université Africaine des Science
8091,Université Ahmed Ben Bella d'Oran
8092,Université Akli Mohand Oulhadj de Bouir
8093,Université Al Akhaway
8094,Université Alioune Diop de Bambe
8095,Université Amar Telidji de Laghoua
8096,Université Américaine des Sciences Modernes d'Haït
8097,Université Arabe des Science
8098,Université Assane SECK de Ziguincho
8099,Université Aube Nouvell
8100,Université Autonome de Port-au-Princ
8101,Université Badji Mokhtar de Annab
8102,Université Benyoucef Benkhedda d'Alger
8103,Université Brahim Soltane Chaibout d'Alger
8104,Université Bretagne Su
8105,Université Cadi Ayya
8106,Université Caraib
8107,Université Catholique de Bukav
8108,Université Catholique de Kabgay
8109,Université Catholique de l’Afrique de l’Ouest - Unité Universitaire du Tog
8110,"Université Catholique de l'Afrique de l'Ouest, Beni"
8111,"Université Catholique de l'Afrique de l'Ouest, Burkina Fas"
8112,Université Catholique de Lill
8113,Université Catholique de Lyo
8114,Université Catholique du Cong
8115,Université Catholique du Grabe
8116,Université Central
8117,Université Chadli Bendjedid d'El Tar
8118,Université Cheikh Anta Dio
8119,Université Chouaib Doukkal
8120,Université Chrétienne de Bujumbur
8121,Université Claude Bernard Lyon
8122,Université Clermont Auvergn
8123,Université d'Abomey-Calav
8124,Université Dakar Bourguib
8125,Université d'Anger
8126,Université d'Artoi
8127,Université de Bamend
8128,Université de Batna
8129,Université de Bordeau
8130,Université de Bourgogn
8131,Université de Bretagne Occidental
8132,Université de Bué
8133,Université de Buni
8134,Université de Caen Normandi
8135,Université de Carthag
8136,Université de Corse Pasquale Paol
8137,Université de Djibout
8138,Université de Dob
8139,Université de Franche-Comt
8140,Université de Fribour
8141,Université de Gabè
8142,Université de Gafs
8143,Université de Gbadolit
8144,Université de Ghardai
8145,Université de Gom
8146,Université de Guyan
8147,Université de Haute-Alsac
8148,Université de Jendoub
8149,Université de Kabind
8150,Université de Kairoua
8151,Université de Kalemi
8152,Université de Kamin
8153,Université de Kar
8154,Université de Kikwi
8155,Université de Kisangan
8156,Université de l’Atlantiqu
8157,Université de la Manoub
8158,Université de la Nouvelle Grand'Ans
8159,Université de la Nouvelle-Calédoni
8160,Université de la Polynésie Français
8161,Université de Lausann
8162,Université de Lièg
8163,Université de Lill
8164,Université de Lorrain
8165,Université de Lubumbash
8166,Université de l'Uél
8167,Université de Ma
8168,Université de Mbandak
8169,Université de Monasti
8170,Université de Moncto
8171,Université de Mon
8172,Université de Montpellie
8173,Université de Montréa
8174,Université de Moyen Lualab
8175,Université de Mwar
8176,Université de Nante
8177,Université de Neuchâte
8178,Université de Ngoz
8179,Université de Nîme
8180,Université de Parako
8181,Université de Pari
8182,Université de Pau et des Pays de l'Adou
8183,Université de Perpignan Via Domiti
8184,Université de Picardie Jules Vern
8185,Université de Port-au-Princ
8186,Université de Reims Champagne-Ardenn
8187,Université de Rennes
8188,Université de Rouen Normandi
8189,Université de Saint-Bonifac
8190,Université de Sar
8191,Université de Ségo
8192,Université de Sfa
8193,Université de Sherbrook
8194,Université de Strasbour
8195,Université de Technologie de Belfort-Montbéliar
8196,Université de Technologie de Compiègn
8197,Université de Technologie de Troye
8198,Université de Toliar
8199,Université de Toulo
8200,Université de Tour
8201,Université de Tunis El Mana
8202,Université de Versailles Saint-Quentin-en-Yveline
8203,Université de Yaoundé
8204,Université de Yaoundé I
8205,Université des Antille
8206,Université des Colline
8207,Université des lettres et des sciences humaines de Bamak
8208,Universite des Mascareigne
8209,Université des Montagne
8210,Université des Sciences d'Informatique Appliqué
8211,Université des Sciences et de la Technologie d'Oran Mohamed Boudia
8212,Université des Sciences et de la Technologie Houari Boumedièn
8213,Université des Sciences et Technologies de Lodj
8214,Université des Sciences Islamiques Emir Abdelkade
8215,Université des sciences juridiques et politiques de Bamak
8216,Université des sciences sociales et de gestion de Bamak
8217,"Université des Sciences, de Technologie et de Médecin"
8218,"Université des sciences, des techniques et des technologies de Bamak"
8219,Université d'Évry-Val d'Essonn
8220,Université d'Ikel
8221,Université Djillali Liabès de Sidi-Bel-Abbè
8222,Université du Cinquantenaire de Lwir
8223,Université du Havr
8224,Université du Lac Tanganyik
8225,Université du Littoral Côte d'Opal
8226,Université du Luxembour
8227,Université du Québec à Chicoutim
8228,Université du Québec à Montréa
8229,Université du Québec à Rimousk
8230,Université du Québec en Abitibi-Témiscamingu
8231,Université du Québec en Outaouai
8232,Université du Sahe
8233,Université du Tripol
8234,Université Echahid Hamma Lakhdar d'El Oue
8235,Université Euro-Afriqu
8236,Université Euro-Méditerranéenne de Fè
8237,Université Européenne de Tuni
8238,Université Evangélique en Afriqu
8239,Université Ez-Zitoun
8240,Université Ferhat Abbas Sétif
8241,Université Française d'Égypt
8242,Université Française en Arméni
8243,Université Franco-Gabonaise Saint-Exupér
8244,Université Frères Mentouri de Constantine
8245,Université G.O.C
8246,Université Gaston Berge
8247,Université Grenoble Alpe
8248,Université Hadj Lakhder de Batna
8249,Université Hassan II de Casablanc
8250,Université Hassiba Ben Bouali de Chle
8251,Université Ibn Khaldou
8252,Université Ibn Khaldoun de Tiare
8253,Université Internationale d'Agadi
8254,Université Internationale de Casablanc
8255,Université Internationale de Raba
8256,Université Internationale de Tuni
8257,Université Islamique de Sa
8258,Université Jean Lorougnon Guéd
8259,Université Jean Monne
8260,Université Jean Moulin Lyon
8261,Université Joseph Lafortun
8262,Université Kocc Barma Saint-Loui
8263,Université Kong
8264,Université Larbi Ben Mhidi de Oum El Bouagh
8265,Université Lava
8266,Université Libanais
8267,Université Libanaise Internationale en Mauritani
8268,Université Libano-Canadienn
8269,Université Libano-Française de Technologie et de Sciences Appliquée
8270,Université Libre de Bruxelle
8271,Université Libre de Kigal
8272,Université Libre de Tuni
8273,Université Libre des Pays des Grands Lac
8274,Université Libre du Burkin
8275,Université Lounici Ali de Blida
8276,Université Mahmoud El Mater
8277,Université Marien Ngouab
8278,Université Martin Luther Kin
8279,Université Méditerranéenn
8280,Université Méthodiste au Katang
8281,Université Mohamed Ben Ahmed d'Oran
8282,Université Mohamed Boudiaf de M'sil
8283,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arrérid
8284,Université Mohamed Khider de Biskr
8285,Université Mohamed Lamine Debaghine de Sétif
8286,Université Mohamed Seddik Ben Yahia de Jije
8287,Université Mohamed-Chérif Messaadia de Souk Ahra
8288,Université Mohammed Premie
8289,Université Mohammed
8290,Université Mohammed VI des Sciences de la Sant
8291,Université Mohammed VI Polytechniqu
8292,Université Montplaisir Tuni
8293,Université Moulay Ismai
8294,Université Mouloud Maameri de Tizi Ouzo
8295,Université Mundiapoli
8296,Université Mustapha Stambouli de Mascar
8297,Université Nationale d'Agricultur
8298,"Université Nationale des Sciences, Technologies, Ingénierie et Mathématique"
8299,Université Nice Sophia Antipoli
8300,Université Nobel d'Hait
8301,Université Notre Dame du Kasay
8302,Université Officielle de Bukav
8303,Université Officielle de Mbujimay
8304,Université Officielle de Mwek
8305,Université Officielle de Ruwenzor
8306,Université Officielle de Semulik
8307,Université Omar Bong
8308,Université Ouaga I Joseph Ki-Zerb
8309,Université Ouaga I
8310,Université Paris 8 Vincennes-Saint-Deni
8311,Université Paris-Dauphine Tuni
8312,Université Paris-Est Créteil Val de Marn
8313,Université Paris-Est Marne-la-Vallé
8314,Université Paris-Sorbonne Abou Dhab
8315,Université Patrice Emery Lumumba de Wembo-Nyam
8316,Université Paul Valéry Montpellier
8317,Université Pédagogique de Kanang
8318,Université Péléforo-Gbon-Coulibal
8319,Université Polytechnique de Giteg
8320,Université Polytechnique Intégré
8321,Université Polytechnique Internationale Obiang Nguema Mbasog
8322,Université Privée de Fè
8323,Université Privée de Marrakec
8324,Université Privée de Souss
8325,Université Privée des Etudes Scientifiques et Technologiques de Mégrin
8326,Université Protestante d'Afrique Central
8327,Université Protestante de l'Afrique de l'Oues
8328,Université Protestante de Lubumbash
8329,Université Protestante du Cong
8330,Université Publique de l'Artibonite aux Gonaïve
8331,Université Quisquey
8332,Université Rennes
8333,Université Royale d'Haït
8334,Université Saad Dahlab de Blida
8335,Université Sagesse d’Afriqu
8336,Université Sainte-Ann
8337,Université Saint-Esprit de Kasli
8338,Université Saint-Joseph de Beyrout
8339,Université Saint-Joseph de Duba
8340,Université Saint-Louis - Bruxelle
8341,Université Salah Boubnider de Constantine
8342,Université Savoie Mont Blan
8343,Université SESAM
8344,Université Shalom de Buni
8345,Université Sidi Mohamed Ben Abdella
8346,Université Sorbonne Nouvelle - Paris
8347,Université Sultan Moulay Sliman
8348,Université Tahar Moulay de Said
8349,Université Tahri Mohammed de Bécha
8350,Université Toulouse - Jean Jaurè
8351,Université Toulouse 1 Capitol
8352,Université Toulouse III - Paul Sabatie
8353,Université Tunis Carthag
8354,Université Yahia Fares de Médé
8355,Université Ziane Achour de Djelf
8356,Universiteit Antwerpe
8357,Universiteit Gen
8358,Universiteit Hassel
8359,Universiteit Leide
8360,Universiteit Maastrich
8361,Universiteit Stellenbosc
8362,Universiteit Twent
8363,Universiteit Utrech
8364,Universiteit van Amsterda
8365,Universiteit van Curaça
8366,Universiteit van Tilbur
8367,Universiteit voor Humanistie
8368,Universitetet i Agde
8369,Universitetet i Berge
8370,Universitetet i Osl
8371,Universitetet i Stavange
8372,Universiteti Alden
8373,"Universiteti Aleksandër Moisiu, Durrë"
8374,Universiteti Epok
8375,"Universiteti Eqerem Çabej, Gjirokastë"
8376,Universiteti Europian i Tiranë
8377,Universiteti Fan S. Noli Korç
8378,Universiteti Haxhi Zek
8379,Universiteti i Artev
8380,Universiteti i Elbasanit Aleksander Xhuvan
8381,Universiteti i Gjakovës Fehmi Agan
8382,Universiteti i Mitrovicës Isa Boletin
8383,"Universiteti i Mjekësisë, Tiran"
8384,Universiteti i New York-ut në Tiran
8385,Universiteti i Prishtinë
8386,Universiteti i Prizrenit Ukshin Hot
8387,Universiteti i Shkodrës Luigj Gurakuq
8388,Universiteti i Sporteve të Tiranë
8389,Universiteti i Tiranë
8390,Universiteti Kadri Zeka Gjila
8391,Universiteti Katolik Zoja e Këshillit Të Mir
8392,Universiteti Marin Barlet
8393,Universiteti Mesdhetar i Shqiperis
8394,Universiteti Metropolitan Tiran
8395,Universiteti Poli
8396,Universiteti Politeknik i Tiranë
8397,Universiteti Privat Albanian Universit
8398,Universiti AIMS
8399,Universiti Antarabangsa AlBukhar
8400,Universiti Brunei Darussala
8401,Universiti Islam Antarabangsa Malaysi
8402,Universiti Kebangsaan Malaysi
8403,Universiti Kuala Lumpu
8404,Universiti Malay
8405,Universiti Malaysia Pahan
8406,Universiti Malaysia Saba
8407,Universiti Malaysia Sarawa
8408,Universiti Pendidikan Sultan Idri
8409,Universiti Perubatan Antarabangs
8410,Universiti Putra Malaysi
8411,Universiti Sains Malaysi
8412,Universiti Teknologi Kreatif Limkokwin
8413,Universiti Teknologi Malaysi
8414,Universiti Teknologi MAR
8415,Universiti Tenaga Nasiona
8416,Universiti Tun Abdul Raza
8417,Universiti Tun Hussein Onn Malaysi
8418,Universiti Tunku Abdul Rahma
8419,Universiti Utara Malaysi
8420,"University ""Miras"
8421,"University at Albany, State University of New Yor"
8422,"University at Buffalo, State University of New Yor"
8423,University Bolasha
8424,University College Birmingha
8425,University College Cor
8426,University College Lillebael
8427,University College Londo
8428,University College London Qata
8429,University College of Agriculture and Environmental Studie
8430,University College of Mother and Family Science
8431,University College of Technolog
8432,University for Information Science and Technology St. Paul the Apostl
8433,University of Aberdee
8434,University of Ade
8435,University of Advancing Technolog
8436,University of Afric
8437,"University of Agricultural and Horticultural Sciences, Shivamogg"
8438,"University of Agricultural Sciences, Bangalor"
8439,"University of Agricultural Sciences, Dharwa"
8440,"University of Agricultural Sciences, Raichu"
8441,"University of Agriculture, Faisalaba"
8442,University of Aiz
8443,University of Ajdabi
8444,University of Akro
8445,University of Al Hamdaniy
8446,University of Alabama at Birmingha
8447,University of Alaska Fairbank
8448,University of Alaska Southeas
8449,University of Albert
8450,University of Albutan
8451,University of Alepp
8452,University of Allahaba
8453,University of Anba
8454,University of Antiqu
8455,University of Applied Science and Technolog
8456,University of Applied Sciences Europ
8457,"University of Architecture, Civil Engineering and Geodes"
8458,University of Arkansas - Fort Smit
8459,University of Arkansas at Little Roc
8460,University of Arkansas at Monticell
8461,University of Arkansas at Pine Bluf
8462,University of Arkansas for Medical Science
8463,University of Ar
8464,University of Asia Pacifi
8465,University of Aucklan
8466,University of Azad Jammu and Kashmir
8467,University of Babylo
8468,University of Bagamoy
8469,University of Bahrai
8470,University of Bahr
8471,University of Bakhtalrud
8472,University of Balaman
8473,University of Baltimor
8474,"University of Baltistan, Skard"
8475,University of Barisa
8476,University of Bat
8477,University of Bedfordshir
8478,University of Beliz
8479,University of Benghaz
8480,University of Beni
8481,University of Birjan
8482,University of Birmingha
8483,University of Bish
8484,University of Blue Nil
8485,University of Bojnor
8486,University of Bolto
8487,University of Botswan
8488,University of Bradfor
8489,University of Bridgepor
8490,University of Brighto
8491,University of Bristo
8492,University of Buraim
8493,University of Burdwa
8494,University of Business and Technolog
8495,University of Cagayan Valle
8496,University of Calaba
8497,University of Calcutt
8498,University of Calgar
8499,University of Calgary in Qata
8500,University of Calicu
8501,"University of California, Berkele"
8502,"University of California, Davi"
8503,"University of California, Hastings College of the La"
8504,"University of California, Irvin"
8505,"University of California, Los Angele"
8506,"University of California, Merce"
8507,"University of California, San Dieg"
8508,"University of California, San Francisc"
8509,"University of California, Santa Barbar"
8510,"University of California, Santa Cru"
8511,University of Canberr
8512,University of Canterbur
8513,University of Cape Coas
8514,University of Cape Tow
8515,University of Central Arkansa
8516,University of Central Asi
8517,University of Central Florid
8518,University of Central Lancashir
8519,"University of Central Lancashire, Cypru"
8520,University of Central Missour
8521,University of Central Oklahom
8522,University of Charlesto
8523,University of Chemical Technology and Metallurg
8524,University of Chitra
8525,University of Chittagon
8526,University of Cincinnat
8527,University of Colorado Boulde
8528,University of Colorado Colorado Spring
8529,University of Colorado Denve
8530,"University of Computer Studies, Mandala"
8531,"University of Computer Studies, Yango"
8532,University of Connecticu
8533,"University of Creative Technology, Chittagon"
8534,University of Cret
8535,University of Cumbri
8536,University of Customs and Financ
8537,University of Cypru
8538,University of Dar es Salaa
8539,University of Dayto
8540,University of Delawar
8541,"University of Dental Medicine, Mandala"
8542,"University of Dental Medicine, Yango"
8543,University of Derb
8544,University of Development Alternativ
8545,University of Diyal
8546,University of Dubuqu
8547,University of Dunde
8548,University of East Angli
8549,University of East Asi
8550,University of East Kordofa
8551,University of East Londo
8552,"University of Eastern Africa, Barato"
8553,University of Economics and La
8554,University of Economics Ho Chi Minh Cit
8555,University of Edenber
8556,University of Educatio
8557,"University of Education, Winneb"
8558,University of El Genein
8559,University of Eldore
8560,University of Electronic Science and Technology of Chin
8561,University of Emb
8562,University of Energy and Natural Resource
8563,"University of Engineering and Management, Kolkat"
8564,"University of Engineering and Technology, Lahor"
